text,intent
trong giỏ hàng của tôi có gì?,kiểm_tra_giỏ_hàng
xem lại giỏ hàng,kiểm_tra_giỏ_hàng
giỏ hàng của tôi có bao nhiêu món rồi,kiểm_tra_giỏ_hàng
cho tôi xem các sản phẩm trong giỏ,kiểm_tra_giỏ_hàng
tổng tiền trong giỏ hàng là bao nhiêu,kiểm_tra_giỏ_hàng
liệt kê các mặt hàng trong giỏ,kiểm_tra_giỏ_hàng
tôi đã thêm những gì vào giỏ,kiểm_tra_giỏ_hàng
mở giỏ hàng của tôi,kiểm_tra_giỏ_hàng
xem giỏ hàng,kiểm_tra_giỏ_hàng
kiểm tra lại các món đã chọn,kiểm_tra_giỏ_hàng
hủy đơn hàng do không thích nữa,hủy_đơn_hàng
tìm ví nữ,tìm_sản_phẩm
so sánh giá bếp từ Taka và Bosch,so_sánh_giá
thêm bộ bàn chải điện vào giỏ hàng,thêm_vào_giỏ_hàng
mua máy rửa mặt,mua_hàng
kiểm tra đơn hàng đã giao đến người nhận chưa,kiểm_tra_đơn_hàng
hủy đơn hàng do thông tin sai,hủy_đơn_hàng
tìm khóa học lập trình Python,tìm_khóa_học
đăng ký lớp học tiếng Anh giao tiếp,đăng_ký_học
câu hỏi về nội dung khóa học Toán,hỏi_đáp
kiểm tra lịch học tuần sau,kiểm_tra_lịch_học
tải tài liệu ôn thi đại học,tài_liệu_học_tập
hủy đăng ký khóa học Văn,hủy_đăng_ký
tìm khóa học thiết kế đồ họa,tìm_khóa_học
đăng ký học Photoshop cơ bản,đăng_ký_học
hỏi về lịch khai giảng khóa học,hỏi_đáp
xem lịch học ngày mai,kiểm_tra_lịch_học
tìm giáo trình học tiếng Nhật,tài_liệu_học_tập
hủy đăng ký lớp học Piano,hủy_đăng_ký
tìm khóa học luyện thi IELTS,tìm_khóa_học
đăng ký học kỹ năng thuyết trình,đăng_ký_học
hỏi về học phí khóa học Marketing,hỏi_đáp
kiểm tra lịch thi cuối kỳ,kiểm_tra_lịch_học
tải bài giảng môn Lịch Sử,tài_liệu_học_tập
hủy đăng ký khóa học Yoga,hủy_đăng_ký
tìm khóa học nấu ăn,tìm_khóa_học
đăng ký học tiếng Hàn sơ cấp,đăng_ký_học
hỏi về giáo viên dạy Toán,hỏi_đáp
xem lịch học buổi tối,kiểm_tra_lịch_học
tìm sách học tiếng Trung,tài_liệu_học_tập
hủy đăng ký lớp học Guitar,hủy_đăng_ký
tìm khóa học quản trị kinh doanh,tìm_khóa_học
đăng ký học kế toán thực hành,đăng_ký_học
hỏi về thời lượng khóa học,hỏi_đáp
kiểm tra lịch học thứ 7,kiểm_tra_lịch_học
tải đề thi thử môn Vật Lý,tài_liệu_học_tập
hủy đăng ký khóa học Nhiếp ảnh,hủy_đăng_ký
tìm khóa học lập trình web,tìm_khóa_học
đăng ký học tiếng Pháp,đăng_ký_học
hỏi về chương trình ưu đãi học phí,hỏi_đáp
xem lịch học online,kiểm_tra_lịch_học
tìm tài liệu học Hóa Học,tài_liệu_học_tập
hủy đăng ký lớp học Võ,hủy_đăng_ký
tìm khóa học thiết kế thời trang,tìm_khóa_học
đăng ký học kỹ năng mềm,đăng_ký_học
hỏi về địa điểm học,hỏi_đáp
kiểm tra lịch học buổi sáng,kiểm_tra_lịch_học
tải slide bài giảng môn Sinh Học,tài_liệu_học_tập
hủy đăng ký khóa học MC,hủy_đăng_ký
tìm khóa học chứng khoán,tìm_khóa_học
đăng ký học tiếng Đức,đăng_ký_học
hỏi về hình thức học online,hỏi_đáp
xem lịch học cuối tuần,kiểm_tra_lịch_học
tìm giáo án dạy Toán tiểu học,tài_liệu_học_tập
hủy đăng ký lớp học Nhảy,hủy_đăng_ký
tìm khóa học phát âm tiếng Anh,tìm_khóa_học
đăng ký học thiết kế nội thất,đăng_ký_học
hỏi về tài liệu học tập được cung cấp,hỏi_đáp
kiểm tra lịch học tháng tới,kiểm_tra_lịch_học
tải đề cương ôn tập môn Địa Lý,tài_liệu_học_tập
hủy đăng ký khóa học Thanh nhạc,hủy_đăng_ký
tìm khóa học Content Marketing,tìm_khóa_học
đăng ký học tiếng Tây Ban Nha,đăng_ký_học
hỏi về chính sách học lại,hỏi_đáp
xem lịch học các ngày trong tuần,kiểm_tra_lịch_học
tìm bài tập môn Ngữ Văn,tài_liệu_học_tập
hủy đăng ký lớp học Cờ vua,hủy_đăng_ký
tìm khóa học Data Science,tìm_khóa_học
đăng ký học kỹ năng lãnh đạo,đăng_ký_học
hỏi về giảng viên khóa học,hỏi_đáp
kiểm tra lịch học offline,kiểm_tra_lịch_học
tải tài liệu học lập trình Java,tài_liệu_học_tập
hủy đăng ký khóa học Múa,hủy_đăng_ký
tìm khóa học Digital Marketing,tìm_khóa_học
đăng ký học tiếng Nga,đăng_ký_học
hỏi về cách thức đóng học phí,hỏi_đáp
xem lịch học các môn chuyên ngành,kiểm_tra_lịch_học
tìm đề thi học kỳ môn Tin Học,tài_liệu_học_tập
hủy đăng ký lớp học Bơi,hủy_đăng_ký
tìm khóa học AI cơ bản,tìm_khóa_học
đăng ký học kỹ năng giao tiếp,đăng_ký_học
hỏi về thời gian học buổi tối,hỏi_đáp
kiểm tra lịch học hè,kiểm_tra_lịch_học
tải giáo trình học tiếng Ý,tài_liệu_học_tập
hủy đăng ký khóa học Vẽ,hủy_đăng_ký
tìm khóa học Blockchain,tìm_khóa_học
đăng ký học tiếng Bồ Đào Nha,đăng_ký_học
hỏi về chứng chỉ sau khóa học,hỏi_đáp
xem lịch học các buổi workshop,kiểm_tra_lịch_học
tìm bài giảng môn Kinh Tế,tài_liệu_học_tập
hủy đăng ký lớp học Đàn,hủy_đăng_ký
tìm khóa học Public Speaking,tìm_khóa_học
đăng ký học tiếng Ả Rập,đăng_ký_học
hỏi về số lượng học viên mỗi lớp,hỏi_đáp
kiểm tra lịch học thực hành,kiểm_tra_lịch_học
tải tài liệu học tiếng Thái,tài_liệu_học_tập
hủy đăng ký khóa học Thiền,hủy_đăng_ký
tìm khóa học Cloud Computing,tìm_khóa_học
đăng ký học kỹ năng quản lý thời gian,đăng_ký_học
hỏi về phương pháp giảng dạy,hỏi_đáp
xem lịch học các môn tự chọn,kiểm_tra_lịch_học
tìm đề thi tốt nghiệp môn Toán,tài_liệu_học_tập
hủy đăng ký lớp học Cắm hoa,hủy_đăng_ký
tìm khóa học UX/UI Design,tìm_khóa_học
đăng ký học tiếng Hà Lan,đăng_ký_học
hỏi về điều kiện tham gia khóa học,hỏi_đáp
kiểm tra lịch học các buổi seminar,kiểm_tra_lịch_học
tải bài tập môn Xác Suất Thống Kê,tài_liệu_học_tập
hủy đăng ký khóa học Viết văn,hủy_đăng_ký
tìm khóa học Machine Learning,tìm_khóa_học
đăng ký học kỹ năng phỏng vấn,đăng_ký_học
hỏi về tài liệu tham khảo,hỏi_đáp
xem lịch học các môn bắt buộc,kiểm_tra_lịch_học
tìm giáo trình học tiếng Hàn trung cấp,tài_liệu_học_tập
hủy đăng ký lớp học Kịch nghệ,hủy_đăng_ký
tìm khóa học Business Analyst,tìm_khóa_học
đăng ký học tiếng Thụy Điển,đăng_ký_học
hỏi về cách liên hệ với trung tâm,hỏi_đáp
kiểm tra lịch học các buổi ngoại khóa,kiểm_tra_lịch_học
tải đề thi mẫu môn Tiếng Anh,tài_liệu_học_tập
hủy đăng ký khóa học Nấu ăn chuyên nghiệp,hủy_đăng_ký
dự báo thời tiết hôm nay,dự_báo_thời_tiết
nhiệt độ hiện tại ở Hà Nội là bao nhiêu,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại TP.HCM,hỏi_về_thời_tiết_theo_giờ
có cảnh báo bão không,cảnh_báo_thời_tiết
thời tiết ngày mai như thế nào,thời_tiết_theo_ngày
thời tiết ở Đà Nẵng vào cuối tuần,thời_tiết_theo_địa_điểm
dự báo thời tiết tuần này,dự_báo_thời_tiết
nhiệt độ ngoài trời hiện tại,kiểm_tra_nhiệt_độ
thời tiết từng giờ ngày mai,hỏi_về_thời_tiết_theo_giờ
có cảnh báo mưa lớn không,cảnh_báo_thời_tiết
thời tiết thứ 7 này,thời_tiết_theo_ngày
thời tiết ở Nha Trang vào thứ 7,thời_tiết_theo_địa_điểm
dự báo thời tiết 3 ngày tới,dự_báo_thời_tiết
nhiệt độ buổi trưa ở Sài Gòn,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Đà Lạt,hỏi_về_thời_tiết_theo_giờ
có cảnh báo lũ không,cảnh_báo_thời_tiết
thời tiết chủ nhật,thời_tiết_theo_ngày
thời tiết ở Hải Phòng ngày mai,thời_tiết_theo_địa_điểm
dự báo thời tiết cuối tuần,dự_báo_thời_tiết
nhiệt độ buổi tối ở Huế,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Vũng Tàu,hỏi_về_thời_tiết_theo_giờ
có cảnh báo gió mạnh không,cảnh_báo_thời_tiết
thời tiết thứ 6,thời_tiết_theo_ngày
thời tiết ở Cần Thơ vào thứ 2,thời_tiết_theo_địa_điểm
dự báo thời tiết 5 ngày tới,dự_báo_thời_tiết
nhiệt độ sáng sớm ở Đà Nẵng,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Hạ Long,hỏi_về_thời_tiết_theo_giờ
có cảnh báo nắng nóng không,cảnh_báo_thời_tiết
thời tiết ngày kia,thời_tiết_theo_ngày
thời tiết ở Phú Quốc vào cuối tuần,thời_tiết_theo_địa_điểm
dự báo thời tiết tháng này,dự_báo_thời_tiết
nhiệt độ buổi chiều ở Hội An,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Ninh Bình,hỏi_về_thời_tiết_theo_giờ
có cảnh báo rét đậm không,cảnh_báo_thời_tiết
thời tiết cuối tuần,thời_tiết_theo_ngày
thời tiết ở Sapa vào thứ 7,thời_tiết_theo_địa_điểm
dự báo thời tiết 7 ngày tới,dự_báo_thời_tiết
nhiệt độ đêm nay ở Hà Nội,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Quy Nhơn,hỏi_về_thời_tiết_theo_giờ
có cảnh báo sương mù không,cảnh_báo_thời_tiết
thời tiết thứ 3,thời_tiết_theo_ngày
thời tiết ở Đà Lạt vào chủ nhật,thời_tiết_theo_địa_điểm
dự báo thời tiết ngày mai,dự_báo_thời_tiết
nhiệt độ trưa nay ở TP.HCM,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Hải Phòng,hỏi_về_thời_tiết_theo_giờ
có cảnh báo mưa đá không,cảnh_báo_thời_tiết
thời tiết thứ 5,thời_tiết_theo_ngày
thời tiết ở Vinh vào ngày mai,thời_tiết_theo_địa_điểm
dự báo thời tiết 10 ngày tới,dự_báo_thời_tiết
nhiệt độ sáng mai ở Đà Nẵng,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Thanh Hóa,hỏi_về_thời_tiết_theo_giờ
có cảnh báo lốc xoáy không,cảnh_báo_thời_tiết
thời tiết thứ 2,thời_tiết_theo_ngày
thời tiết ở Buôn Ma Thuột vào thứ 4,thời_tiết_theo_địa_điểm
dự báo thời tiết hôm nay tại Hà Nội,dự_báo_thời_tiết
nhiệt độ tối nay ở Sài Gòn,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Biên Hòa,hỏi_về_thời_tiết_theo_giờ
có cảnh báo triều cường không,cảnh_báo_thời_tiết
thời tiết thứ 7 và chủ nhật,thời_tiết_theo_ngày
thời tiết ở Rạch Giá vào thứ 5,thời_tiết_theo_địa_điểm
dự báo thời tiết tuần sau,dự_báo_thời_tiết
nhiệt độ chiều nay ở Hạ Long,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Thái Nguyên,hỏi_về_thời_tiết_theo_giờ
có cảnh báo cháy rừng không,cảnh_báo_thời_tiết
thời tiết ngày mùng 1 Tết,thời_tiết_theo_ngày
thời tiết ở Mũi Né vào thứ 6,thời_tiết_theo_địa_điểm
dự báo thời tiết 14 ngày tới,dự_báo_thời_tiết
nhiệt độ đêm nay ở Huế,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Bắc Ninh,hỏi_về_thời_tiết_theo_giờ
có cảnh báo ngập lụt không,cảnh_báo_thời_tiết
thời tiết thứ 4 tuần sau,thời_tiết_theo_ngày
thời tiết ở Long Xuyên vào chủ nhật,thời_tiết_theo_địa_điểm
dự báo thời tiết đầu tháng,dự_báo_thời_tiết
nhiệt độ trưa mai ở Nha Trang,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Hải Dương,hỏi_về_thời_tiết_theo_giờ
có cảnh báo động đất không,cảnh_báo_thời_tiết
thời tiết ngày nghỉ lễ,thời_tiết_theo_ngày
thời tiết ở Bảo Lộc vào thứ 2,thời_tiết_theo_địa_điểm
dự báo thời tiết giữa tháng,dự_báo_thời_tiết
nhiệt độ chiều tối ở Vũng Tàu,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Nam Định,hỏi_về_thời_tiết_theo_giờ
có cảnh báo sóng thần không,cảnh_báo_thời_tiết
thời tiết thứ 7 tuần sau,thời_tiết_theo_ngày
thời tiết ở Châu Đốc vào thứ 3,thời_tiết_theo_địa_điểm
dự báo thời tiết cuối tháng,dự_báo_thời_tiết
nhiệt độ sáng sớm ở Phan Thiết,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Bình Dương,hỏi_về_thời_tiết_theo_giờ
có cảnh báo hạn hán không,cảnh_báo_thời_tiết
thời tiết ngày Quốc Khánh,thời_tiết_theo_ngày
thời tiết ở Tây Ninh vào thứ 5,thời_tiết_theo_địa_điểm
dự báo thời tiết mùa hè,dự_báo_thời_tiết
nhiệt độ đêm khuya ở Cần Thơ,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Đồng Nai,hỏi_về_thời_tiết_theo_giờ
có cảnh báo lũ quét không,cảnh_báo_thời_tiết
thời tiết thứ 2 tuần sau,thời_tiết_theo_ngày
thời tiết ở Gia Lai vào chủ nhật,thời_tiết_theo_địa_điểm
dự báo thời tiết mùa đông,dự_báo_thời_tiết
nhiệt độ trưa nay ở Quảng Ninh,kiểm_tra_nhiệt_độ
thời tiết từng giờ tại Bến Tre,hỏi_về_thời_tiết_theo_giờ
có cảnh báo băng giá không,cảnh_báo_thời_tiết
thời tiết ngày Giáng sinh,thời_tiết_theo_ngày
thời tiết ở Kon Tum vào thứ 4,thời_tiết_theo_địa_điểm
điểm chuẩn ngành công nghệ thông tin năm nay là bao nhiêu,tra_cứu_điểm_chuẩn
tôi muốn tìm hiểu về ngành quản trị kinh doanh,tìm_ngành_học
làm thế nào để đăng ký xét tuyển đại học,đăng_ký_xét_tuyển
thời hạn nộp hồ sơ xét tuyển là khi nào,hỏi_đáp_tuyển_sinh
kiểm tra tình trạng hồ sơ của tôi,kiểm_tra_hồ_sơ
hướng dẫn nhập học cho tân sinh viên,hướng_dẫn_nhập_học
điểm chuẩn trường đại học kinh tế năm ngoái,tra_cứu_điểm_chuẩn
các ngành đào tạo của trường đại học bách khoa,tìm_ngành_học
cách thức đăng ký nguyện vọng xét tuyển,đăng_ký_xét_tuyển
điều kiện xét tuyển thẳng là gì,hỏi_đáp_tuyển_sinh
kiểm tra xem hồ sơ đã được duyệt chưa,kiểm_tra_hồ_sơ
quy trình nhập học cần những giấy tờ gì,hướng_dẫn_nhập_học
điểm chuẩn ngành y năm 2023,tra_cứu_điểm_chuẩn
ngành ngôn ngữ anh có những chuyên ngành nào,tìm_ngành_học
đăng ký xét tuyển học bạ cần những gì,đăng_ký_xét_tuyển
có được thay đổi nguyện vọng sau khi nộp không,hỏi_đáp_tuyển_sinh
tôi muốn kiểm tra lịch phỏng vấn tuyển sinh,kiểm_tra_hồ_sơ
hướng dẫn đóng học phí lần đầu,hướng_dẫn_nhập_học
điểm chuẩn khối a1 các trường top đầu,tra_cứu_điểm_chuẩn
trường nào đào tạo ngành kiến trúc,tìm_ngành_học
cách đăng ký xét tuyển bằng điểm thi tốt nghiệp,đăng_ký_xét_tuyển
chính sách ưu tiên khu vực như thế nào,hỏi_đáp_tuyển_sinh
kiểm tra danh sách trúng tuyển,kiểm_tra_hồ_sơ
thủ tục làm thẻ sinh viên mới,hướng_dẫn_nhập_học
điểm chuẩn ngành luật năm nay tăng hay giảm,tra_cứu_điểm_chuẩn
ngành công nghệ sinh học học những gì,tìm_ngành_học
hồ sơ đăng ký xét tuyển gồm những gì,đăng_ký_xét_tuyển
cách tính điểm xét tuyển đại học,hỏi_đáp_tuyển_sinh
kiểm tra kết quả phúc khảo,kiểm_tra_hồ_sơ
hướng dẫn đăng ký môn học đầu năm,hướng_dẫn_nhập_học
điểm chuẩn đại học ngoại thương các năm,tra_cứu_điểm_chuẩn
ngành marketing có khó xin việc không,tìm_ngành_học
đăng ký xét tuyển trực tuyến ở đâu,đăng_ký_xét_tuyển
điểm ưu tiên đối tượng được cộng bao nhiêu,hỏi_đáp_tuyển_sinh
kiểm tra lịch thi đánh giá năng lực,kiểm_tra_hồ_sơ
hướng dẫn nhận phòng ký túc xá,hướng_dẫn_nhập_học
điểm chuẩn ngành kế toán các trường,tra_cứu_điểm_chuẩn
ngành trí tuệ nhân tạo học ở đâu tốt,tìm_ngành_học
thời gian đăng ký xét tuyển kéo dài bao lâu,đăng_ký_xét_tuyển
có được xét tuyển đồng thời nhiều trường không,hỏi_đáp_tuyển_sinh
kiểm tra giấy báo trúng tuyển,kiểm_tra_hồ_sơ
hướng dẫn mua đồng phục sinh viên,hướng_dẫn_nhập_học
điểm chuẩn đại học sư phạm theo phương thức nào,tra_cứu_điểm_chuẩn
ngành quan hệ quốc tế ra trường làm gì,tìm_ngành_học
cách đăng ký xét tuyển bằng chứng chỉ IELTS,đăng_ký_xét_tuyển
tỉ lệ chọi ngành y năm nay là bao nhiêu,hỏi_đáp_tuyển_sinh
kiểm tra thông tin học bổng,kiểm_tra_hồ_sơ
hướng dẫn tham quan trường trước khi nhập học,hướng_dẫn_nhập_học
điểm chuẩn ngành điện tử viễn thông,tra_cứu_điểm_chuẩn
trường nào đào tạo ngành hàng không,tìm_ngành_học
đăng ký xét tuyển bằng học bạ có khó không,đăng_ký_xét_tuyển
điểm sàn là gì và có khác điểm chuẩn không,hỏi_đáp_tuyển_sinh
kiểm tra thông báo trúng tuyển vòng bổ sung,kiểm_tra_hồ_sơ
hướng dẫn làm thủ tục nhập học online,hướng_dẫn_nhập_học
điểm chuẩn ngành dược 5 năm gần đây,tra_cứu_điểm_chuẩn
ngành công nghệ thực phẩm có tương lai không,tìm_ngành_học
cách đăng ký xét tuyển bằng điểm SAT,đăng_ký_xét_tuyển
điều kiện xét học bạ là gì,hỏi_đáp_tuyển_sinh
kiểm tra lịch nộp học phí đợt 1,kiểm_tra_hồ_sơ
hướng dẫn tham gia tuần sinh hoạt công dân,hướng_dẫn_nhập_học
điểm chuẩn ngành báo chí các năm,tra_cứu_điểm_chuẩn
ngành logistics học trường nào tốt,tìm_ngành_học
có thể đăng ký bao nhiêu nguyện vọng,đăng_ký_xét_tuyển
chính sách học bổng cho sinh viên mới,hỏi_đáp_tuyển_sinh
kiểm tra thông tin đóng bảo hiểm y tế,kiểm_tra_hồ_sơ
hướng dẫn đăng ký ở nội trú,hướng_dẫn_nhập_học
điểm chuẩn ngành tâm lý học,tra_cứu_điểm_chuẩn
ngành thiết kế đồ họa cần tố chất gì,tìm_ngành_học
đăng ký xét tuyển qua đường bưu điện,đăng_ký_xét_tuyển
thời gian công bố điểm chuẩn là khi nào,hỏi_đáp_tuyển_sinh
kiểm tra thông tin miễn giảm học phí,kiểm_tra_hồ_sơ
hướng dẫn tham gia câu lạc bộ sinh viên,hướng_dẫn_nhập_học
điểm chuẩn ngành môi trường,tra_cứu_điểm_chuẩn
ngành an toàn thông tin học những môn gì,tìm_ngành_học
cách tính điểm xét học bạ,đăng_ký_xét_tuyển
điều kiện để được xét tuyển thẳng,hỏi_đáp_tuyển_sinh
kiểm tra lịch học dự bị đại học,kiểm_tra_hồ_sơ
hướng dẫn làm thẻ thư viện,hướng_dẫn_nhập_học
điểm chuẩn ngành kiến trúc năm nay,tra_cứu_điểm_chuẩn
ngành quốc tế học có dễ xin việc không,tìm_ngành_học
đăng ký xét tuyển bằng kết quả thi đánh giá năng lực,đăng_ký_xét_tuyển
tỉ lệ trúng tuyển các năm trước,hỏi_đáp_tuyển_sinh
kiểm tra thông tin đã nộp đầy đủ hồ sơ chưa,kiểm_tra_hồ_sơ
hướng dẫn tham gia định hướng sinh viên mới,hướng_dẫn_nhập_học
điểm chuẩn ngành sư phạm toán,tra_cứu_điểm_chuẩn
ngành truyền thông đa phương tiện học gì,tìm_ngành_học
cách đăng ký nguyện vọng ưu tiên,đăng_ký_xét_tuyển
điểm cộng ưu tiên khu vực được tính thế nào,hỏi_đáp_tuyển_sinh
kiểm tra thông báo nhập học chính thức,kiểm_tra_hồ_sơ
hướng dẫn đăng ký xe bus của trường,hướng_dẫn_nhập_học
điểm chuẩn ngành ngôn ngữ nhật,tra_cứu_điểm_chuẩn
ngành công nghệ ô tô học ở đâu,tìm_ngành_học
thủ tục đăng ký xét tuyển tại chức,đăng_ký_xét_tuyển
có được điều chỉnh nguyện vọng sau khi biết điểm không,hỏi_đáp_tuyển_sinh
kiểm tra thông tin học phí theo tín chỉ,kiểm_tra_hồ_sơ
hướng dẫn tham gia chương trình đào tạo quốc tế,hướng_dẫn_nhập_học
điểm chuẩn ngành du lịch khách sạn,tra_cứu_điểm_chuẩn
ngành thiết kế thời trang cần thi khối nào,tìm_ngành_học
cách đăng ký xét tuyển bằng chứng chỉ TOEFL,đăng_ký_xét_tuyển
điều kiện để được cộng điểm nghề,hỏi_đáp_tuyển_sinh
kiểm tra thông tin đã hoàn thành thủ tục nhập học,kiểm_tra_hồ_sơ
hướng dẫn tham gia hoạt động tình nguyện đầu năm,hướng_dẫn_nhập_học
Tôi muốn biết chức năng của máy đo huyết áp,tra_cứu_thông_tin_sản_phẩm
Tôi muốn biết thông tin tuyển sinh năm nay,thông_tin_tuyển_sinh
Cho tôi hỏi thời gian tuyển sinh của trường,thông_tin_tuyển_sinh
Năm nay trường tuyển bao nhiêu chỉ tiêu,thông_tin_tuyển_sinh
Khi nào trường bắt đầu nhận hồ sơ,thông_tin_tuyển_sinh
Trường có tuyển sinh liên thông không,thông_tin_tuyển_sinh
Trường có tuyển sinh văn bằng 2 không,thông_tin_tuyển_sinh
Thời gian thi tuyển sinh diễn ra khi nào,thông_tin_tuyển_sinh
Điều kiện xét tuyển của trường là gì,thông_tin_tuyển_sinh
Trường có tổ chức thi đầu vào không,thông_tin_tuyển_sinh
Tôi muốn biết chỉ tiêu tuyển sinh từng ngành,thông_tin_tuyển_sinh
Học phí của ngành công nghệ thông tin là bao nhiêu,học_phí
Cho tôi biết mức học phí ngành kế toán,học_phí
Trường có chính sách giảm học phí cho sinh viên nghèo không,học_phí
Học phí học kỳ 1 là bao nhiêu,học_phí
Có hỗ trợ trả góp học phí không,học_phí
Học phí toàn khóa học là bao nhiêu,học_phí
Học phí mỗi tín chỉ ngành quản trị kinh doanh là bao nhiêu,học_phí
Trường có miễn giảm học phí cho sinh viên giỏi không,học_phí
Học phí ngành thiết kế đồ họa bao nhiêu một năm,học_phí
Trường có thu học phí theo học kỳ hay năm,học_phí
Tôi muốn được tư vấn ngành học phù hợp,tư_vấn_ngành_học
Giúp tôi chọn ngành học phù hợp với năng lực,tư_vấn_ngành_học
Ngành quản trị kinh doanh có cơ hội việc làm thế nào,tư_vấn_ngành_học
Ngành kỹ thuật phần mềm có khó học không,tư_vấn_ngành_học
Tư vấn giúp tôi ngành phù hợp với xu hướng,tư_vấn_ngành_học
Ngành ngôn ngữ Anh có dễ xin việc không,tư_vấn_ngành_học
Ngành marketing có phù hợp với nữ không,tư_vấn_ngành_học
Tôi nên chọn ngành học nào để dễ xin việc,tư_vấn_ngành_học
Ngành tài chính ngân hàng có triển vọng thế nào,tư_vấn_ngành_học
Ngành logistics có cơ hội ở Việt Nam không,tư_vấn_ngành_học
Thủ tục nhập học cần những giấy tờ gì,thủ_tục_nhập_học
Khi nhập học cần mang theo giấy tờ gì,thủ_tục_nhập_học
Nộp hồ sơ nhập học ở đâu,thủ_tục_nhập_học
Làm sao để hoàn tất thủ tục nhập học,thủ_tục_nhập_học
Có thể đăng ký nhập học online không,thủ_tục_nhập_học
Nhập học muộn có được không,thủ_tục_nhập_học
Trường có nhận hồ sơ qua bưu điện không,thủ_tục_nhập_học
Có thể ủy quyền người khác nhập học được không,thủ_tục_nhập_học
Thời hạn nhập học là khi nào,thủ_tục_nhập_học
Thủ tục nhập học trực tuyến cần những gì,thủ_tục_nhập_học
Khi nào trường phát giấy báo nhập học,thông_tin_tuyển_sinh
Hình thức tuyển sinh của trường như thế nào,thông_tin_tuyển_sinh
Điểm chuẩn xét tuyển năm ngoái là bao nhiêu,thông_tin_tuyển_sinh
Có cần thi năng khiếu cho ngành thiết kế không,thông_tin_tuyển_sinh
Ngành y dược xét tuyển theo khối nào,thông_tin_tuyển_sinh
Ngành công nghệ thông tin xét tuyển từ những tổ hợp nào,thông_tin_tuyển_sinh
Điều kiện để được miễn thi đầu vào là gì,thông_tin_tuyển_sinh
Trường có tuyển sinh hệ vừa học vừa làm không,thông_tin_tuyển_sinh
Có tuyển sinh sinh viên quốc tế không,thông_tin_tuyển_sinh
Làm sao để xin học bổng giảm học phí,học_phí
Mức học phí ngành luật là bao nhiêu,học_phí
Học phí ngành du lịch và nhà hàng khách sạn,học_phí
Học phí có thay đổi mỗi năm không,học_phí
Trường có thu thêm phụ phí nào khác không,học_phí
Có hoàn học phí nếu nghỉ học giữa chừng không,học_phí
Học phí ngành y tế công cộng là bao nhiêu,học_phí
Có chính sách hỗ trợ học phí cho con em gia đình chính sách không,học_phí
Học phí có bao gồm phí giáo trình không,học_phí
Tư vấn ngành học phù hợp với xu hướng công nghệ,tư_vấn_ngành_học
Ngành trí tuệ nhân tạo có tiềm năng không,tư_vấn_ngành_học
Tôi muốn học ngành phù hợp để du học,tư_vấn_ngành_học
Ngành kỹ thuật cơ khí có phù hợp với tôi không,tư_vấn_ngành_học
Ngành kiến trúc cần tố chất gì,tư_vấn_ngành_học
Ngành điện tử viễn thông có khó xin việc không,tư_vấn_ngành_học
Tôi muốn tư vấn ngành học phù hợp với điểm thi,tư_vấn_ngành_học
Ngành nào đang được nhà tuyển dụng săn đón,tư_vấn_ngành_học
Ngành học nào có lương cao,tư_vấn_ngành_học
Thủ tục nhập học cần giấy khám sức khỏe không,thủ_tục_nhập_học
Có cần nộp ảnh khi nhập học không,thủ_tục_nhập_học
Nộp học phí khi nào khi nhập học,thủ_tục_nhập_học
Có thể nhập học trước khi nộp đủ giấy tờ không,thủ_tục_nhập_học
Nhập học trễ một tuần có được không,thủ_tục_nhập_học
Cách xin gia hạn thời gian nhập học,thủ_tục_nhập_học
Có thể chuyển ngành khi mới nhập học không,thủ_tục_nhập_học
Có cần mang theo giấy báo nhập học bản gốc không,thủ_tục_nhập_học
Nhập học cần có giấy xác nhận tạm trú không,thủ_tục_nhập_học
Trường hợp mất giấy báo nhập học phải làm sao,thủ_tục_nhập_học
Điểm chuẩn ngành công nghệ thông tin năm nay là bao nhiêu,tra_cứu_điểm_chuẩn
Cho tôi biết điểm chuẩn ngành y dược,tra_cứu_điểm_chuẩn
Ngành luật lấy điểm chuẩn bao nhiêu,tra_cứu_điểm_chuẩn
Tôi muốn biết điểm chuẩn ngành marketing,tra_cứu_điểm_chuẩn
Điểm chuẩn xét tuyển học bạ là bao nhiêu,tra_cứu_điểm_chuẩn
Điểm chuẩn khối A ngành kế toán,tra_cứu_điểm_chuẩn
Ngành thiết kế đồ họa lấy bao nhiêu điểm,tra_cứu_điểm_chuẩn
Điểm chuẩn năm ngoái của ngành quản trị kinh doanh,tra_cứu_điểm_chuẩn
